losses,metrics,optimizers,actovatons1,actovatons2,acc,ture_acc
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.989858500659,0.9496
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958833381534,0.9603
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.86116668582,0.8623
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993383497,0.9691
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991716831923,0.9583
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967916699747,0.9715
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957833367089,0.9548
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993658485512,0.9674
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992075155179,0.9572
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967166709403,0.9709
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960166705151,0.9569
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991891823709,0.9616
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.990225173533,0.9518
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.960083375374,0.9616
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.946083379289,0.9506
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993183506032,0.9686
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991550174852,0.9602
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.963416703045,0.959
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958750041823,0.9549
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992850172023,0.9728
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992241837084,0.958
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.96500005573,0.9682
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960166717569,0.9558
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992008504768,0.9606
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.979358499249,0.8617
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.957083371778,0.9538
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.862583359083,0.8606
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992933504283,0.9648
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991933507224,0.9509
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967333376408,0.9693
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957583375275,0.9589
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993150172134,0.968
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991883503894,0.9548
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.970083375772,0.9714
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957583365341,0.9558
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991358498732,0.9585
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.98980016013,0.9496
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.955083367725,0.9561
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.861500012378,0.8529
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992841817439,0.9622
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99230851233,0.9573
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.968083369235,0.9705
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960250039895,0.9585
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993350158135,0.9646
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992008492351,0.9536
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964916720986,0.9687
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958166715999,0.9543
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.990975166361,0.95
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.97883348912,0.8611
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.957666692634,0.959
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.946750037372,0.9477
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993208492796,0.968
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991950161755,0.9531
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.968583380183,0.9692
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.956583360831,0.9527
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993233501911,0.9677
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991966846089,0.9612
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.965750031173,0.966
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958750029405,0.9614
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991750153402,0.9605
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.977566830814,0.874
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.957416710754,0.9609
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.865083356698,0.8605
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993458504478,0.9693
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992283500731,0.9564
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967000032465,0.9669
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960333372156,0.9583
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993300162256,0.9666
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991950161755,0.9523
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.965583366652,0.9659
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960666706165,0.9577
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991225165625,0.9619
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.980025174717,0.8655
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958833364149,0.9556
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.859416668614,0.857
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993783493837,0.9707
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991916825374,0.9602
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.965000038346,0.9657
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957416703304,0.9559
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993333498637,0.9677
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991691835225,0.9574
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.962000029782,0.9681
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958250040809,0.9498
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991908508042,0.9596
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.989525161684,0.9488
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.956416706244,0.9609
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.948583371937,0.9467
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99284183979,0.9669
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991983505587,0.9556
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967500045896,0.9682
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.956750042737,0.9581
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993700159093,0.9708
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991666816175,0.9522
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967750047644,0.9729
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.95775004973,0.958
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991333502034,0.9555
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.989916828771,0.9529
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.96091671288,0.9618
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.948083380858,0.9483
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993541844189,0.9663
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991875189046,0.9575
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.968250033756,0.9702
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958583364884,0.9556
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99334183087,0.9657
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991950171689,0.9545
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967416716119,0.9712
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958083363871,0.9598
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.9913585186,0.9585
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.976958485941,0.8716
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.957083376745,0.9609
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.869583370785,0.871
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993350178003,0.9677
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991825150947,0.9569
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.966833377878,0.9661
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959000043571,0.9543
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993066824973,0.9651
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99188350141,0.9573
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.968750039736,0.9697
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958916711311,0.9542
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.963250038524,0.9667
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958416712781,0.949
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993825167418,0.9684
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.9920335114,0.9596
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967166699469,0.9696
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958916711311,0.9553
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991916832825,0.9592
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.97626683861,0.8716
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958666697145,0.9618
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.861666671932,0.8556
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993550164004,0.9675
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992066845298,0.9568
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964500042299,0.97
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957666712503,0.9528
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993741845091,0.9696
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99202516675,0.9571
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967416708668,0.9692
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959666716556,0.9576
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991925157607,0.9611
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.990000168482,0.9501
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958333368103,0.9613
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.857833355665,0.8578
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99335017552,0.9724
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991883516312,0.9558
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967000039915,0.9656
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.956583363314,0.9599
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99366684258,0.97
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992158519725,0.9589
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.969500037531,0.9705
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958500020206,0.9559
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992100179195,0.96
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.990066821376,0.9472
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.959000038604,0.9587
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.946500043074,0.9494
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992616832256,0.9649
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992058480779,0.9568
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964333375295,0.9657
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957083359361,0.9596
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.994050187369,0.97
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991808508833,0.9568
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964750051498,0.966
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958833381534,0.9574
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991208486259,0.9564
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.978041832646,0.8585
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.863083355129,0.8657
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.946583370368,0.9468
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993600162367,0.9648
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99189183116,0.9543
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967166704436,0.9707
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957583370308,0.9555
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993933508794,0.9716
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992108496527,0.9595
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964750026663,0.9703
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.956500026087,0.9559
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991783499718,0.958
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.989841841161,0.9474
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958583379785,0.962
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.859333338837,0.8609
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99342516313,0.9718
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991875159244,0.9561
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967416693767,0.9675
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959333367646,0.9579
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993483501176,0.9664
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992050158481,0.9606
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.969916713734,0.9727
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.95958335946,0.9611
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991641829411,0.9545
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.978233508766,0.8584
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958083373805,0.9616
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.854583367705,0.8572
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993741837641,0.9696
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992416846255,0.9571
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964250028133,0.9694
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960083380342,0.9569
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993850164115,0.9688
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992183513939,0.954
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967333378891,0.9671
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.957666710019,0.9504
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991875161727,0.9617
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.978625168403,0.8656
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.867916683356,0.8743
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.859916677078,0.856
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993341840804,0.9683
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992241847018,0.9567
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.968750034769,0.9697
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.95950003465,0.9541
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993500163158,0.9674
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99221684287,0.9547
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.966916712622,0.9662
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959000023703,0.9567
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991650164127,0.9591
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.976941838861,0.8528
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.954250050088,0.9626
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.951583378017,0.9524
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993891822795,0.9714
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.992241834601,0.954
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967250034213,0.9672
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960166692734,0.9614
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993200158079,0.9648
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991908517977,0.9568
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.965666698913,0.9676
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958833364149,0.956
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991050166388,0.9579
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.990316833059,0.9533
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.956833360096,0.961
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.870083346963,0.8698
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993733497957,0.9696
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991741831104,0.9529
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964666701853,0.9721
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959416692456,0.9577
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993500163158,0.9691
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99161683768,0.9587
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.969083376229,0.9672
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959833373626,0.9604
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.99140016983,0.9566
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.989850165943,0.9504
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.960583376388,0.9607
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.868416689336,0.8701
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992950176199,0.9641
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991600175699,0.954
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.965333367387,0.9685
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960666703681,0.9556
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992816845576,0.966
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991700182358,0.9567
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.963750032087,0.9652
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.960083377858,0.955
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991866839429,0.9625
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.977766821782,0.8718
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.957000037034,0.9602
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.860000021756,0.8627
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993475159009,0.9682
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991466840108,0.9491
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.967083374659,0.9676
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958000036577,0.9578
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992941834033,0.9661
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991916835308,0.9567
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.96758338064,0.965
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959083363414,0.9508
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.991475169857,0.9573
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.990175160269,0.948
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.959000026186,0.9597
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.950916709999,0.9506
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993575145801,0.9721
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991741841038,0.958
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.96716670692,0.9684
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.956583373249,0.9544
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993666825195,0.9694
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99206682543,0.9569
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964500032365,0.9694
'categorical_crossentropy', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.959166715542,0.9577
'categorical_hinge', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.992500168582,0.9636
'categorical_hinge', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.979383481046,0.8624
'categorical_hinge', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.958250035842,0.9603
'categorical_hinge', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.948333365222,0.949
'poisson', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993575165669,0.9688
'poisson', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.99184183528,0.9569
'poisson', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.962083376944,0.9686
'poisson', 'categorical_accuracy', 'adamax', 'tanh', 'softmax',0.958416717748,0.9545
'categorical_crossentropy', 'binary_accuracy', 'rmsprop', 'tanh', 'softmax',0.993183488647,0.9672
'categorical_crossentropy', 'binary_accuracy', 'adamax', 'tanh', 'softmax',0.991983510554,0.9578
'categorical_crossentropy', 'categorical_accuracy', 'rmsprop', 'tanh', 'softmax',0.964666686952,0.9669
